Feature_ID,Coef
Intercept,33.32398761
cg00103778,-0.193963617
cg00412842,1.455493582
cg00425710,0.245703879
cg00427635,0.344989498
cg00480331,1.748973296
cg00481951,2.645591366
cg00593900,0.122295382
cg00644033,0.149330673
cg00651216,-0.588644532
cg00702638,1.499890209
cg00741717,-1.195442011
cg00748589,2.281217041
cg00753885,-4.341066623
cg00757070,-0.574347296
cg00962635,0.132867874
cg01031400,-3.480277352
cg01196788,0.555531974
cg01208318,0.060561267
cg01280080,2.007921478
cg01486610,-1.401456244
cg01511232,0.591096986
cg01528542,-1.492906574
cg01542719,-1.559704011
cg01606885,-1.809376173
cg01607849,-2.214587471
cg01620164,-1.135843597
cg01656853,0.436052254
cg01697865,0.295466135
cg01733783,-0.421322153
cg01777121,2.450021008
cg01844642,0.673891647
cg01873886,1.254708296
cg01889237,1.142149367
cg01959004,1.349360996
cg01960979,-11.01141344
cg02096633,-4.985457392
cg02228185,-0.964084569
cg02254885,-0.364173379
cg02301740,-0.748639378
cg02318971,0.470169018
cg02328239,1.597634025
cg02330106,-0.187277824
cg02383785,2.03662369
cg02470959,-2.713015373
cg02478589,0.299958834
cg02479575,0.460915665
cg02485566,-0.777101441
cg02609551,0.05297894
cg02630207,1.686670512
cg02650266,4.238043746
cg02723533,1.797452387
cg02727079,0.201545265
cg02755525,4.531524588
cg02867102,-0.55188969
cg02900766,0.394298672
cg02983424,0.237051592
cg03020951,8.247949842
cg03032497,1.164993554
cg03167275,-3.063088256
cg03199651,1.41908425
cg03287877,0.469501697
cg03318654,0.41897311
cg03350900,2.104908702
cg03386722,-0.72212884
cg03399905,9.464966617
cg03431918,-1.332087242
cg03464229,0.200363976
cg03467555,0.818565728
cg03473532,-4.742957815
cg03607117,6.924408454
cg03623878,2.81793243
cg03626672,0.310727777
cg03638795,-0.087773074
cg03664992,1.42969427
cg03725309,-4.684730292
cg03767531,0.974462238
cg03776464,-0.276239605
cg03782727,0.643996666
cg03879902,-3.612174542
cg03891319,-0.33073391
cg03906843,-0.105310187
cg04014062,3.369537507
cg04045079,-1.405296471
cg04064028,-1.053395745
cg04084157,9.134210708
cg04090392,2.129184323
cg04131468,0.082325569
cg04167867,1.820039352
cg04299080,-0.358077666
cg04307083,4.539284853
cg04329870,0.470687143
cg04361926,-3.011093904
cg04396791,2.503406076
cg04400972,0.321378396
cg04468741,-0.210237289
cg04519462,-0.127120737
cg04536998,-1.084276129
cg04576021,3.186279887
cg04581938,-1.99331866
cg04596060,-3.47966706
cg04601137,-0.940752151
cg04604946,-2.178768962
cg04660234,-0.339835338
cg04764584,0.081496992
cg04875128,3.445551042
cg04939673,2.912306769
cg04940570,3.16354273
cg04955333,-1.600533938
cg04976151,-0.709522659
cg05034642,-0.389717086
cg05106770,-0.492306251
cg05203217,-0.263671922
cg05226008,0.108900988
cg05305327,0.754523717
cg05330360,0.215112432
cg05339037,1.378775399
cg05346491,-1.867385622
cg05369942,-1.401389567
cg05442902,-1.821646489
cg05542681,0.853106308
cg05575921,1.954023214
cg05724065,-0.115534099
cg05769161,-0.466045581
cg05881762,0.216250332
cg05915866,-1.099067145
cg05928581,-0.102032774
cg05996238,-0.030858732
cg06051662,0.129675963
cg06088314,0.220632768
cg06136199,0.131633459
cg06213463,-5.983194828
cg06214007,0.046507848
cg06231995,2.240073888
cg06306198,0.613965214
cg06350107,-0.022530324
cg06416685,0.081757076
cg06419846,2.629525798
cg06437747,-2.098886423
cg06448705,0.380401853
cg06493994,2.705250733
cg06547984,-0.146184494
cg06552037,-8.86979486
cg06585108,1.996855098
cg06598256,-3.54272936
cg06639320,4.577363766
cg06648759,5.114754062
cg06668300,-0.378239699
cg06704518,2.001988066
cg06737494,0.647521796
cg06784991,2.455854313
cg06819357,-0.522098344
cg06819923,-2.244010281
cg06836772,-0.559407514
cg06874016,-3.533566717
cg07004820,-0.348210252
cg07015079,-1.254803349
cg07027513,-3.337726042
cg07080372,-5.085746848
cg07082267,-8.483156625
cg07096038,-0.884810584
cg07164639,-1.22463154
cg07171111,6.563978407
cg07172885,1.899277232
cg07203024,-0.286806812
cg07211259,-3.411186115
cg07248223,-0.92523151
cg07388493,-1.027396769
cg07398429,-0.357796258
cg07440264,1.8428856
cg07477034,-1.162573002
cg07502389,1.557093764
cg07544187,0.086984827
cg07547549,4.048654325
cg07584066,0.085164502
cg07588113,-6.557899273
cg07806886,3.549618201
cg07850604,1.594619652
cg07955995,14.36522752
cg07989867,0.143355065
cg08049198,2.888402642
cg08097417,14.5823291
cg08157292,0.956476978
cg08167085,0.605936983
cg08169949,0.354561622
cg08179530,-5.265237012
cg08288406,-0.579315028
cg08362785,0.860664366
cg08397927,-1.430462073
cg08410533,0.053858437
cg08445802,0.711136281
cg08586737,0.018312028
cg08622677,1.182861459
cg08695830,-0.056152693
cg08739433,2.248912522
cg08888956,-1.238401748
cg09089053,0.027637442
cg09105193,1.389638705
cg09118625,0.117216603
cg09124496,-0.350586378
cg09134003,-1.993275602
cg09195271,0.356162948
cg09401099,4.248374219
cg09524078,-1.145208586
cg09567725,-0.12543763
cg09636661,-0.03943869
cg09654242,0.949687031
cg09748749,-4.033006861
cg09809672,-1.749977679
cg09899215,-0.34706888
cg10119082,-0.9431244
cg10152449,0.069779686
cg10257332,-2.823737319
cg10320659,0.167286037
cg10431713,-0.719099523
cg10484958,0.458680201
cg10501210,-2.071234353
cg10523019,0.151515549
cg10545682,-0.551893945
cg10578938,0.879242301
cg10591659,-0.082260263
cg10628205,-0.846056918
cg10635122,1.417906826
cg10636297,0.751297924
cg10684486,-0.098476387
